musteri_id,yas,aylik_gelir_TL,calisma_suresi_yil,kredi_tutari_TL,kredi_vadesi_ay,kredi_gecmisi_ay,mevcut_borc_TL,aylik_gider_TL,ev_sahipligi,calisma_durumu,kredi_amaci,odeme_gecmisi,onceki_takip_sayisi,kredi_riski
M00449,32,63892.0,6.8,67136,24,117,40957.0,25252,Kira,Issiz,Arac,Iyi,0,Risksiz
M00450,36,35366.0,10.8,16713,12,159,19972.0,18578,Kira,Tam Zamanli,Tuketici,Kotu,0,Riskli
M00451,46,68713.0,15.4,67582,48,294,19445.0,34462,Kira,Yari Zamanli,Tatil,Orta,0,Riskli
M00452,46,48557.0,14.1,45008,48,225,18844.0,6493,Ev Sahibi,Tam Zamanli,Tuketici,Orta,1,Riskli
M00453,41,82355.0,18.8,97462,36,306,13642.0,13879,Kira,Tam Zamanli,Tuketici,Orta,0,Risksiz
M00454,59,32595.0,32.3,53514,36,333,60321.0,16988,Kira,Tam Zamanli,Isletme,Iyi,1,Riskli
M00455,56,76247.0,24.3,66497,60,500,45161.0,21516,Ev Sahibi,Issiz,Arac,Orta,0,Riskli
M00456,53,48562.0,21.2,50933,24,239,30418.0,28144,Kira,Tam Zamanli,Isletme,Orta,0,Risksiz
M00457,50,33274.0,20.2,122166,60,360,54318.0,17805,Kira,Tam Zamanli,Ev,Iyi,0,Riskli
M00458,57,36290.0,15.6,60363,48,517,2774.0,6622,Kira,Tam Zamanli,Arac,Iyi,0,Riskli
M00459,43,39234.0,12.4,124977,36,184,6047.0,24740,Ev Sahibi,Serbest,Tuketici,Iyi,2,Riskli
M00460,30,52635.0,3.2,94425,36,165,0.0,24040,Kira,Tam Zamanli,Arac,Orta,0,Riskli
M00461,25,54411.0,2.9,84462,24,67,17411.0,5000,Kira,Yari Zamanli,Arac,Kotu,0,Risksiz
M00462,56,34673.0,22.5,81062,48,515,32911.0,17970,Ev Sahibi,Yari Zamanli,Arac,Iyi,0,Risksiz
M00463,54,44562.0,14.8,81814,36,411,,5279,Ev Sahibi,Yari Zamanli,Tatil,Orta,0,Risksiz
M00464,51,83561.0,27.2,12170,36,278,32688.0,12683,Ev Sahibi,Issiz,Egitim,Iyi,0,Risksiz
M00465,30,76096.0,8.5,61633,48,90,4601.0,10778,Ev Sahibi,Serbest,Tuketici,Orta,0,Risksiz
M00466,39,52854.0,13.9,95355,72,177,44457.0,24474,Kira,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00467,52,45684.0,19.8,68533,36,229,34313.0,18935,Kira,Tam Zamanli,Tuketici,Iyi,0,Risksiz
M00468,21,47161.0,0.8,27844,60,21,43195.0,7715,Kira,Tam Zamanli,Arac,Iyi,0,Risksiz
M00469,25,56043.0,1.9,68428,36,48,,25041,Kira,Tam Zamanli,Isletme,Orta,0,Riskli
M00470,65,26590.0,34.8,121123,12,441,35607.0,6530,Kira,Tam Zamanli,Arac,Iyi,0,Riskli
M00471,24,40367.0,1.5,107407,24,74,8620.0,20641,Kira,Tam Zamanli,Ev,Kotu,0,Riskli
M00472,36,15000.0,12.4,68140,36,128,22848.0,11488,Ev Sahibi,Tam Zamanli,Ev,Iyi,0,Riskli
M00473,44,52186.0,11.2,98543,24,183,39619.0,15075,Ev Sahibi,Issiz,Tatil,Kotu,0,Riskli
M00474,36,56650.0,13.2,59005,12,201,31640.0,22034,Kira,Tam Zamanli,Ev,Orta,1,Riskli
M00475,22,36303.0,1.7,18884,60,30,14672.0,22172,Ev Sahibi,Issiz,Ev,Iyi,0,Riskli
M00476,48,73332.0,10.9,42266,60,203,30113.0,28696,Kira,Tam Zamanli,Arac,Iyi,0,Riskli
M00477,52,22936.0,18.5,116887,48,249,2432.0,17342,Kira,Yari Zamanli,Arac,Orta,0,Riskli
M00478,47,18641.0,24.0,61780,24,388,50705.0,20452,Ev Sahibi,Serbest,Tatil,Orta,0,Riskli
M00479,40,49040.0,11.8,62698,24,277,26305.0,14498,Kira,Tam Zamanli,Tuketici,Orta,0,Risksiz
M00480,44,63848.0,19.6,61005,12,230,50134.0,19456,Kira,Tam Zamanli,Tuketici,Iyi,1,Riskli
M00481,32,75311.0,7.8,127124,48,157,20522.0,21516,Kira,Tam Zamanli,Arac,Iyi,0,Riskli
M00482,55,36740.0,18.4,118779,60,381,20576.0,17214,Aile Yaninda,Tam Zamanli,Arac,Kotu,0,Riskli
M00483,53,64416.0,15.6,136563,36,400,16245.0,5000,Ev Sahibi,Issiz,Isletme,Iyi,0,Risksiz
M00484,53,44307.0,13.9,65229,24,401,45771.0,20652,Kira,Serbest,Ev,Iyi,0,Riskli
M00485,63,41893.0,32.6,78869,36,496,17230.0,20916,Ev Sahibi,Tam Zamanli,Tuketici,Iyi,0,Risksiz
M00486,57,60906.0,19.7,24501,36,317,41603.0,12559,Ev Sahibi,Tam Zamanli,Arac,Orta,1,Riskli
M00487,32,56742.0,7.3,114308,36,88,23116.0,7725,Ev Sahibi,Tam Zamanli,Isletme,Orta,1,Risksiz
M00488,23,16625.0,1.8,34967,48,48,0.0,29807,Ev Sahibi,Tam Zamanli,Arac,Iyi,0,Riskli
M00489,21,71578.0,0.6,76503,48,39,19734.0,21932,Kira,Tam Zamanli,Egitim,Iyi,0,Riskli
M00490,53,69842.0,27.0,37081,24,369,8776.0,16167,Kira,Tam Zamanli,Tuketici,Iyi,0,Risksiz
M00491,60,33740.0,35.5,52334,12,532,30610.0,8904,Ev Sahibi,Tam Zamanli,Tatil,Iyi,1,Riskli
M00492,30,52124.0,5.4,44882,72,167,8573.0,11425,Ev Sahibi,Tam Zamanli,Arac,Iyi,0,Risksiz
M00493,63,53893.0,34.2,51764,24,329,46668.0,28421,Ev Sahibi,Tam Zamanli,Tatil,Kotu,2,Riskli
M00494,64,49692.0,33.4,53826,12,531,28361.0,19101,Ev Sahibi,Yari Zamanli,Tuketici,Iyi,1,Risksiz
M00495,49,35095.0,18.7,53552,24,353,26803.0,13595,Aile Yaninda,Tam Zamanli,Ev,Iyi,1,Riskli
M00496,33,32911.0,11.4,95000,12,208,41806.0,22078,Aile Yaninda,Issiz,Ev,Kotu,1,Riskli
M00497,32,44540.0,5.0,36854,36,194,47350.0,11485,Aile Yaninda,Serbest,Egitim,Iyi,0,Riskli
M00498,51,66109.0,11.3,76616,60,379,29638.0,30007,Ev Sahibi,Tam Zamanli,Ev,Orta,0,Risksiz
M00499,22,54785.0,1.6,106539,36,32,16118.0,28822,Aile Yaninda,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00500,55,38329.0,19.7,54604,36,458,0.0,14267,Kira,Serbest,Arac,Iyi,0,Risksiz
M00501,43,58891.0,18.6,48462,48,171,17651.0,12971,Kira,Serbest,Egitim,Kotu,0,Risksiz
M00502,37,15000.0,14.2,63084,36,233,18890.0,5000,Ev Sahibi,Serbest,Arac,Orta,1,Riskli
M00503,46,65678.0,8.8,105392,60,372,31927.0,6147,Ev Sahibi,Tam Zamanli,Tatil,Iyi,0,Riskli
M00504,28,15000.0,6.6,75823,60,91,23787.0,7284,Ev Sahibi,Issiz,Ev,Orta,0,Riskli
M00505,49,38476.0,16.5,54064,12,342,42383.0,19082,Ev Sahibi,Tam Zamanli,Ev,Kotu,1,Riskli
M00506,46,24846.0,15.8,84516,60,264,18966.0,15390,Kira,Yari Zamanli,Ev,Iyi,0,Riskli
M00507,30,21696.0,6.8,36931,36,114,28973.0,7237,Kira,Serbest,Isletme,Iyi,1,Riskli
M00508,46,65895.0,22.3,90441,72,238,51312.0,15751,Ev Sahibi,Tam Zamanli,Ev,Kotu,0,Riskli
M00509,54,36581.0,10.6,82258,36,435,36153.0,22043,Kira,Serbest,Tuketici,Iyi,0,Riskli
M00510,61,51237.0,24.0,60766,72,580,28919.0,22223,Kira,Tam Zamanli,Ev,Orta,1,Riskli
M00511,27,44155.0,5.0,44842,48,122,19165.0,5000,Kira,Issiz,Ev,Orta,0,Riskli
M00512,24,53587.0,2.9,43400,24,44,18602.0,16974,Kira,Tam Zamanli,Egitim,Orta,1,Riskli
M00513,65,46383.0,32.2,86045,36,611,14689.0,6933,Ev Sahibi,Issiz,Egitim,Iyi,0,Riskli
M00514,31,21906.0,4.2,106869,72,155,20262.0,25214,Kira,Tam Zamanli,Isletme,Iyi,1,Riskli
M00515,49,62933.0,13.9,50881,60,249,43602.0,24273,Ev Sahibi,Yari Zamanli,Isletme,Orta,1,Risksiz
M00516,56,36112.0,18.5,83752,24,248,26006.0,10816,Kira,Tam Zamanli,Tuketici,Iyi,1,Riskli
M00517,45,16982.0,19.6,7389,48,220,5704.0,11872,Ev Sahibi,Tam Zamanli,Tatil,Iyi,0,Riskli
M00518,41,37294.0,9.8,52461,36,306,61827.0,14310,Kira,Tam Zamanli,Egitim,Iyi,1,Risksiz
M00519,56,72014.0,15.4,69068,12,420,35759.0,5000,Ev Sahibi,Yari Zamanli,Arac,Iyi,0,Risksiz
M00520,30,60304.0,8.7,42709,36,141,4675.0,20688,Ev Sahibi,Tam Zamanli,Isletme,Kotu,1,Riskli
M00521,57,38724.0,11.3,41905,24,314,22047.0,15817,Kira,Tam Zamanli,Tatil,Iyi,1,Riskli
M00522,29,38713.0,8.1,49967,60,129,31996.0,25761,Aile Yaninda,Tam Zamanli,Tatil,Kotu,0,Risksiz
M00523,44,39211.0,16.9,78766,36,162,60683.0,9213,Ev Sahibi,Issiz,Arac,Iyi,0,Risksiz
M00524,55,82381.0,27.9,64380,60,333,10054.0,13047,Kira,Tam Zamanli,Ev,Orta,0,Riskli
M00525,55,,16.7,5000,12,408,47569.0,5948,Kira,Tam Zamanli,Isletme,Iyi,0,Riskli
M00526,56,52741.0,11.1,6379,36,272,55191.0,9966,Aile Yaninda,Tam Zamanli,Arac,Orta,0,Riskli
M00527,38,63545.0,13.4,51794,24,252,18684.0,8544,Ev Sahibi,Tam Zamanli,Egitim,Orta,1,Risksiz
M00528,59,49298.0,31.2,83731,24,323,25005.0,25968,Kira,Tam Zamanli,Ev,Iyi,0,Riskli
M00529,52,40337.0,23.8,5000,12,381,11346.0,12414,Kira,Tam Zamanli,Tuketici,Kotu,0,Riskli
M00530,44,41466.0,9.3,55008,24,240,26338.0,18993,Ev Sahibi,Serbest,Ev,Iyi,0,Riskli
M00531,43,43711.0,17.3,54213,36,269,29341.0,14954,Ev Sahibi,Yari Zamanli,Tuketici,Orta,0,Riskli
M00532,52,44330.0,24.4,111650,36,233,41874.0,7844,Ev Sahibi,Tam Zamanli,Ev,Kotu,0,Risksiz
M00533,57,58097.0,25.7,58449,36,239,49623.0,16654,Kira,Tam Zamanli,Tuketici,Kotu,0,Riskli
M00534,32,45935.0,9.1,81490,36,186,16534.0,22793,Ev Sahibi,Yari Zamanli,Tuketici,Kotu,0,Riskli
M00535,33,58188.0,10.5,74238,60,122,0.0,8338,Kira,Tam Zamanli,Ev,Iyi,0,Riskli
M00536,43,43547.0,15.4,6083,60,314,29618.0,24473,Kira,Serbest,Tatil,Iyi,0,Risksiz
M00537,45,46415.0,8.8,93046,36,378,35284.0,11202,Ev Sahibi,Tam Zamanli,Arac,Iyi,0,Risksiz
M00538,55,15000.0,20.7,76462,36,285,34490.0,14136,Aile Yaninda,Tam Zamanli,Ev,Iyi,1,Riskli
M00539,61,61494.0,14.2,85248,24,349,24120.0,22245,Kira,Tam Zamanli,Tuketici,Orta,0,Riskli
M00540,50,51237.0,16.3,187787,72,362,32246.0,12693,Kira,Serbest,Arac,Iyi,0,Riskli
M00541,37,62964.0,9.3,7477,12,261,57278.0,18301,Ev Sahibi,Tam Zamanli,Arac,Orta,0,Riskli
M00542,40,15000.0,6.8,121741,36,293,36871.0,15482,Ev Sahibi,Tam Zamanli,Ev,Iyi,1,Riskli
M00543,45,82591.0,12.7,61377,36,271,23279.0,19035,Ev Sahibi,Tam Zamanli,Arac,Iyi,0,Risksiz
M00544,42,42487.0,8.1,78620,36,297,20996.0,5000,Ev Sahibi,Yari Zamanli,Tuketici,Orta,0,Risksiz
M00545,33,64947.0,10.2,68635,24,106,26943.0,5000,Kira,Serbest,Arac,Iyi,0,Risksiz
M00546,39,26282.0,16.5,57273,60,290,59461.0,22928,Aile Yaninda,Tam Zamanli,Isletme,Orta,0,Risksiz
M00547,56,56030.0,12.4,52905,24,521,26701.0,26297,Ev Sahibi,Tam Zamanli,Isletme,Iyi,1,Risksiz
M00548,32,26039.0,10.5,79885,48,102,29644.0,10716,Aile Yaninda,Issiz,Ev,Orta,0,Riskli
M00549,61,33772.0,25.2,24485,24,361,21318.0,16048,Ev Sahibi,Tam Zamanli,Ev,Iyi,0,Risksiz
M00550,39,79453.0,,92517,12,143,49782.0,20358,Ev Sahibi,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00551,32,41568.0,4.2,57514,60,114,65277.0,23546,Kira,Tam Zamanli,Arac,Orta,0,Risksiz
M00552,29,48914.0,5.4,36098,24,138,38111.0,5000,Kira,Yari Zamanli,Ev,Orta,1,Riskli
M00553,27,60661.0,5.4,56500,60,81,31490.0,10912,Aile Yaninda,Tam Zamanli,Arac,Iyi,0,Risksiz
M00554,48,53922.0,20.3,107714,36,201,30662.0,15339,Kira,Serbest,Tatil,Iyi,0,Riskli
M00555,34,47708.0,4.6,53940,12,140,0.0,23625,Kira,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00556,51,51569.0,10.7,80754,72,457,43413.0,37987,Ev Sahibi,Tam Zamanli,Ev,Iyi,0,Riskli
M00557,39,88261.0,10.3,48071,24,232,32415.0,16176,Ev Sahibi,Serbest,Ev,Orta,0,Risksiz
M00558,36,43963.0,7.6,92738,60,168,37710.0,6744,Kira,Tam Zamanli,Isletme,Orta,0,Riskli
M00559,25,48620.0,2.2,90565,24,51,17194.0,21218,Ev Sahibi,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00560,55,63912.0,16.4,125458,60,514,23080.0,28568,Ev Sahibi,Yari Zamanli,Tatil,Iyi,1,Riskli
M00561,32,64899.0,9.4,64733,12,176,22602.0,18864,Ev Sahibi,Serbest,Tuketici,Orta,1,Riskli
M00562,45,66367.0,21.4,90060,36,223,48389.0,10747,Ev Sahibi,Serbest,Egitim,Iyi,0,Risksiz
M00563,41,56497.0,11.4,72942,60,151,23182.0,25664,Kira,Issiz,Tuketici,Orta,0,Riskli
M00564,56,24426.0,30.4,108876,60,245,67488.0,23308,Kira,Serbest,Arac,Iyi,1,Riskli
M00565,43,74402.0,11.3,48435,60,174,37756.0,9791,Kira,Tam Zamanli,Arac,Orta,0,Risksiz
M00566,36,24366.0,9.4,92350,60,192,7038.0,21051,Ev Sahibi,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00567,59,50447.0,17.0,64159,60,551,27686.0,25978,Ev Sahibi,Serbest,Arac,Orta,0,Riskli
M00568,65,31423.0,30.8,68074,24,469,18270.0,27455,Ev Sahibi,Tam Zamanli,Isletme,Iyi,0,Risksiz
M00569,62,43846.0,37.3,72753,36,561,0.0,17468,Ev Sahibi,Tam Zamanli,Arac,Iyi,1,Riskli
M00570,59,50918.0,25.8,77567,36,392,58790.0,15135,Ev Sahibi,Tam Zamanli,Isletme,Orta,0,Riskli
M00571,34,50784.0,7.2,66513,36,187,42657.0,27818,Ev Sahibi,Tam Zamanli,Isletme,Iyi,0,Risksiz
M00572,51,52595.0,21.3,76441,36,391,39598.0,8319,Kira,Serbest,Arac,Iyi,0,Risksiz
M00573,25,74047.0,1.9,117344,36,52,32977.0,21509,Kira,Tam Zamanli,Tuketici,Iyi,0,Risksiz
M00574,55,53164.0,29.2,99563,24,329,5124.0,7040,Aile Yaninda,Tam Zamanli,Egitim,Iyi,1,Riskli
M00575,43,40605.0,13.8,96075,48,277,21295.0,26523,Kira,Issiz,Isletme,Kotu,1,Riskli
M00576,49,62354.0,16.5,56334,24,204,45152.0,15936,Kira,Tam Zamanli,Egitim,Orta,0,Risksiz
M00577,63,66410.0,28.0,43323,36,400,11078.0,28149,Ev Sahibi,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00578,31,22903.0,7.4,98659,36,134,0.0,21931,Kira,Tam Zamanli,Egitim,Orta,0,Riskli
M00579,38,55753.0,6.2,96281,60,279,25912.0,8214,Aile Yaninda,Serbest,Arac,Iyi,1,Riskli
M00580,32,57621.0,8.5,114180,48,137,27448.0,29397,Kira,Serbest,Arac,Kotu,0,Riskli
M00581,29,39644.0,4.0,51881,48,138,32440.0,30410,Kira,Serbest,Egitim,Iyi,0,Risksiz
M00582,30,69763.0,7.3,63114,24,113,43113.0,25058,Kira,Yari Zamanli,Tuketici,Iyi,0,Risksiz
M00583,64,42299.0,34.9,20815,36,569,41477.0,11907,Ev Sahibi,Tam Zamanli,Tatil,Iyi,0,Risksiz
M00584,37,47260.0,13.3,58226,24,205,34658.0,15552,Kira,Serbest,Tuketici,Iyi,0,Riskli
M00585,58,41885.0,24.0,99897,36,524,51520.0,19163,Ev Sahibi,Serbest,Arac,Iyi,1,Riskli
M00586,27,45280.0,4.3,56005,36,84,2659.0,12370,Aile Yaninda,Tam Zamanli,Egitim,Iyi,0,Risksiz
M00587,33,25267.0,5.0,89214,12,163,39082.0,31539,Aile Yaninda,Tam Zamanli,Ev,Orta,0,Riskli
M00588,60,19079.0,30.6,64285,36,464,41278.0,19155,Kira,Issiz,Tuketici,Iyi,1,Riskli
M00589,62,73701.0,19.4,79722,72,411,7688.0,5000,Kira,Serbest,Isletme,Kotu,1,Riskli
M00590,29,29755.0,5.4,35569,72,79,2948.0,20715,Ev Sahibi,Serbest,Arac,Iyi,0,Risksiz
M00591,47,27155.0,12.7,72556,36,196,16573.0,15215,Aile Yaninda,Serbest,Ev,Orta,0,Riskli
M00592,22,15000.0,0.8,5000,12,25,18092.0,17401,Aile Yaninda,Tam Zamanli,Ev,Kotu,0,Riskli
M00593,25,33499.0,3.4,64393,24,91,43562.0,15051,Kira,Yari Zamanli,Tuketici,Orta,1,Riskli
M00594,49,21184.0,9.6,21086,36,245,18938.0,24456,Ev Sahibi,Tam Zamanli,Tatil,Kotu,0,Riskli
M00595,57,74556.0,27.7,106180,72,300,14586.0,26958,Kira,Tam Zamanli,Tuketici,Orta,0,Riskli
M00596,58,63177.0,18.6,93322,24,476,18991.0,20264,Kira,Serbest,Arac,Iyi,1,Risksiz
M00597,39,32613.0,5.7,84000,60,180,50135.0,15286,Kira,Tam Zamanli,Tuketici,Orta,1,Riskli
M00598,28,85544.0,4.9,115630,24,100,30235.0,17669,Kira,Yari Zamanli,Tuketici,Iyi,0,Risksiz
M00599,65,62672.0,14.8,41533,72,343,26773.0,18157,Ev Sahibi,Tam Zamanli,Arac,Iyi,0,Risksiz
M00600,21,39153.0,0.5,122421,36,41,28020.0,11581,Kira,Tam Zamanli,Tatil,Iyi,0,Riskli
M00601,42,15000.0,15.9,97966,60,308,53257.0,22631,Ev Sahibi,Tam Zamanli,Ev,Orta,0,Riskli
M00602,37,86237.0,5.7,62903,36,245,16515.0,21680,Kira,Tam Zamanli,Egitim,Iyi,0,Risksiz
M00603,27,19988.0,5.6,104069,48,83,53679.0,30324,Ev Sahibi,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00604,45,15383.0,7.6,36811,24,327,33789.0,28043,Kira,Tam Zamanli,Egitim,Iyi,0,Riskli
M00605,65,63406.0,20.2,45265,24,336,27112.0,12515,Kira,Issiz,Tuketici,Kotu,0,Riskli
M00606,24,88916.0,3.0,51742,60,36,75016.0,24562,Kira,Tam Zamanli,Tatil,Iyi,0,Risksiz
M00607,56,69917.0,17.6,54131,60,234,10998.0,10392,Kira,Tam Zamanli,Arac,Iyi,0,Risksiz
M00608,26,55150.0,2.2,38303,60,86,23634.0,23567,Ev Sahibi,Tam Zamanli,Tatil,Iyi,0,Risksiz
M00609,51,55706.0,16.0,106692,48,318,7816.0,13867,Kira,Tam Zamanli,Egitim,Kotu,0,Riskli
M00610,39,60361.0,8.8,62234,60,213,47144.0,9814,Ev Sahibi,Tam Zamanli,Arac,Kotu,2,Riskli
M00611,64,58661.0,35.4,80575,12,279,60405.0,20240,Kira,Serbest,Ev,Orta,0,Riskli
M00612,59,50061.0,19.0,52889,36,385,60059.0,5000,Ev Sahibi,Serbest,Arac,Kotu,1,Risksiz
M00613,47,46876.0,20.9,15382,36,341,52031.0,5000,Ev Sahibi,Tam Zamanli,Ev,Iyi,0,Risksiz
M00614,30,43873.0,8.4,78102,48,114,26443.0,16580,Kira,Tam Zamanli,Ev,Kotu,1,Riskli
M00615,46,31429.0,14.6,12632,36,332,23426.0,18660,Kira,Issiz,Arac,Iyi,0,Riskli
M00616,39,39948.0,16.1,67941,24,165,0.0,15045,Kira,Serbest,Arac,Iyi,1,Riskli
M00617,59,15000.0,20.5,28951,48,513,66646.0,5365,Ev Sahibi,Yari Zamanli,Isletme,Iyi,0,Riskli
M00618,23,43230.0,2.6,129618,60,54,38442.0,11457,Kira,Tam Zamanli,Arac,Iyi,0,Risksiz
M00619,65,27205.0,15.9,97341,36,361,21145.0,21130,Ev Sahibi,Tam Zamanli,Tuketici,Orta,0,Riskli
M00620,33,25135.0,9.3,73173,24,118,53905.0,22654,Ev Sahibi,Tam Zamanli,Egitim,Iyi,0,Risksiz
M00621,48,48238.0,16.7,107911,24,331,12490.0,17870,Aile Yaninda,Tam Zamanli,Tuketici,Kotu,0,Riskli
M00622,40,70056.0,10.7,44611,24,278,37319.0,27255,Ev Sahibi,Tam Zamanli,Arac,Iyi,0,Risksiz
M00623,48,61530.0,19.0,86304,36,280,26893.0,21179,Ev Sahibi,Tam Zamanli,Isletme,Iyi,1,Risksiz
M00624,28,16731.0,5.8,75994,48,81,41496.0,12020,Kira,Tam Zamanli,Egitim,Iyi,0,Riskli
M00625,61,27187.0,12.4,77921,48,556,28856.0,15756,Aile Yaninda,Serbest,Tuketici,Orta,0,Riskli
M00626,59,61934.0,15.6,108171,48,466,3883.0,6777,Ev Sahibi,Serbest,Arac,Orta,0,Riskli
M00627,21,27315.0,0.7,91975,36,29,31360.0,17135,Kira,Tam Zamanli,Ev,Iyi,0,Riskli
M00628,23,40957.0,2.1,78662,60,50,48880.0,26897,Ev Sahibi,Serbest,Tuketici,Orta,2,Riskli
M00629,33,54901.0,11.4,20353,24,115,29474.0,23482,Kira,Tam Zamanli,Ev,Iyi,0,Riskli
M00630,48,27570.0,,41199,36,330,43952.0,29216,Ev Sahibi,Serbest,Egitim,Orta,0,Risksiz
M00631,45,46897.0,21.8,66319,60,239,11180.0,15577,Ev Sahibi,Tam Zamanli,Arac,Kotu,0,Riskli
M00632,53,20988.0,23.8,72801,24,489,29527.0,28769,Kira,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00633,58,34175.0,18.2,36094,24,394,18759.0,16454,Ev Sahibi,Yari Zamanli,Isletme,Kotu,1,Riskli
M00634,26,50756.0,2.2,142350,60,79,43446.0,29773,Kira,Tam Zamanli,Egitim,Iyi,0,Riskli
M00635,64,16326.0,33.8,115492,36,484,30567.0,17825,Kira,Serbest,Tuketici,,0,Riskli
M00636,65,52929.0,30.9,88064,48,627,42421.0,23658,Kira,Tam Zamanli,Egitim,Kotu,0,Riskli
M00637,52,44647.0,10.5,72161,12,422,49579.0,29801,Ev Sahibi,Tam Zamanli,Egitim,Iyi,0,Riskli
M00638,65,54945.0,23.2,63634,48,452,42449.0,16453,Kira,Tam Zamanli,Isletme,Iyi,0,Riskli
M00639,41,49030.0,18.4,41442,36,270,34916.0,19747,Kira,Tam Zamanli,Tuketici,Iyi,0,Risksiz
M00640,36,69555.0,9.6,72324,12,192,12032.0,28311,Ev Sahibi,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00641,41,47254.0,11.8,77733,48,229,29950.0,16936,Kira,Yari Zamanli,Arac,Orta,0,Riskli
M00642,31,37271.0,6.3,32747,24,98,20404.0,7433,Kira,Serbest,Tatil,Orta,0,Risksiz
M00643,57,47201.0,15.7,80025,36,379,23807.0,35144,Kira,Serbest,Arac,Kotu,0,Risksiz
M00644,56,54779.0,18.8,65342,24,303,23258.0,14242,Kira,Issiz,Egitim,Iyi,1,Risksiz
M00645,55,45879.0,18.3,12766,24,493,12361.0,19270,Kira,Tam Zamanli,Egitim,Iyi,0,Risksiz
M00646,39,45731.0,6.3,44188,36,182,0.0,27248,Kira,Yari Zamanli,Tuketici,Iyi,0,Risksiz
M00647,40,,15.2,57592,24,300,17973.0,13132,Aile Yaninda,Tam Zamanli,Tuketici,Iyi,0,Risksiz
M00648,38,33068.0,9.9,126631,60,205,33481.0,9937,Ev Sahibi,Yari Zamanli,Arac,Kotu,0,Riskli
M00649,61,19753.0,32.5,86697,12,475,5733.0,20030,Kira,Tam Zamanli,Ev,Orta,0,Riskli
M00650,34,76492.0,11.3,29936,36,165,30282.0,5000,Kira,Issiz,Tuketici,Iyi,0,Risksiz
M00651,35,22610.0,6.4,84581,24,120,64205.0,15697,Kira,Yari Zamanli,Ev,Kotu,0,Riskli
M00652,51,32528.0,21.5,23581,36,297,48415.0,19960,Ev Sahibi,Issiz,Tuketici,Orta,0,Risksiz
M00653,21,32069.0,0.6,102481,60,20,59584.0,15840,Kira,Serbest,Ev,Iyi,0,Riskli
M00654,23,61109.0,2.5,55866,24,55,37040.0,5652,Kira,Serbest,Arac,Orta,1,Riskli
M00655,36,39691.0,6.9,67191,72,172,51015.0,30753,Ev Sahibi,Serbest,Isletme,Iyi,0,Risksiz
M00656,43,67459.0,16.3,109774,24,306,16969.0,18828,Kira,Tam Zamanli,Ev,Iyi,0,Riskli
M00657,31,32877.0,7.3,31385,48,101,18402.0,29449,Kira,Tam Zamanli,Egitim,Iyi,0,Riskli
M00658,32,50022.0,5.7,28086,36,102,0.0,15920,Aile Yaninda,Tam Zamanli,Arac,Iyi,0,Risksiz
M00659,30,29964.0,3.8,52492,60,111,51351.0,10960,Ev Sahibi,Tam Zamanli,Isletme,Iyi,2,Riskli
M00660,52,83613.0,22.1,101151,36,456,57726.0,20153,Kira,Tam Zamanli,Tuketici,Iyi,0,Risksiz
M00661,36,23623.0,11.9,24420,36,210,20043.0,16274,Ev Sahibi,Tam Zamanli,Arac,Iyi,0,Riskli
M00662,28,50577.0,3.9,5000,24,94,25429.0,8578,Kira,Tam Zamanli,Ev,Orta,0,Riskli
M00663,58,56408.0,26.1,56465,24,406,16430.0,29758,Ev Sahibi,Issiz,Tuketici,Kotu,0,Riskli
M00664,32,52448.0,6.4,86552,60,93,36888.0,13022,Ev Sahibi,Serbest,Arac,Orta,1,Riskli
M00665,44,41665.0,17.5,106008,36,361,50249.0,5000,Ev Sahibi,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00666,48,42663.0,11.7,56105,36,340,0.0,28625,Aile Yaninda,Tam Zamanli,Ev,Iyi,0,Riskli
M00667,28,45789.0,6.7,57657,48,83,37370.0,13966,Aile Yaninda,Tam Zamanli,Ev,Iyi,0,Risksiz
M00668,48,42354.0,13.2,104617,36,321,25020.0,13137,Aile Yaninda,Tam Zamanli,Tuketici,Iyi,0,Riskli
M00669,56,62350.0,18.7,13908,72,261,32041.0,5000,Ev Sahibi,Serbest,Arac,Iyi,0,Risksiz
M00670,46,84789.0,8.7,58344,48,384,38262.0,31928,Kira,Tam Zamanli,Tuketici,Orta,0,Riskli
M00671,28,34965.0,2.9,75713,48,74,26612.0,7684,Kira,Tam Zamanli,Ev,Orta,0,Riskli
M00672,48,20344.0,17.1,83477,60,336,28135.0,18468,Ev Sahibi,Serbest,Arac,Orta,0,Riskli
M00673,48,43411.0,12.9,54706,12,239,26150.0,25301,Aile Yaninda,Serbest,Isletme,Iyi,0,Riskli
M00674,57,91435.0,29.6,71033,24,458,47466.0,21374,Kira,Tam Zamanli,Egitim,Iyi,0,Risksiz
